Trade Date/Time,CUSIP *,Security Description *,Coupon(%),MaturityDate,Price (%),Yield (%),Calculation/ Date & Price (%),TradeAmount($),SpecialCondition
02/27/2019 01:23 PM,874476HV9,"CITY OF TALLAHASSEE, FLORIDA / ENERGY SYSTEM REFUNDING REVENUE BONDS, SERIES 2015",5,10/01/2027,112.665,2.088,"10/01/2023
@ 100","15,000",Inter-dealer trade,
02/27/2019 01:23 PM,874476HV9,"CITY OF TALLAHASSEE, FLORIDA / ENERGY SYSTEM REFUNDING REVENUE BONDS, SERIES 2015",5,10/01/2027,112.815,2.055,"10/01/2023
@ 100","15,000",Customer bought,-
02/12/2019 09:43 AM,874476HV9,"CITY OF TALLAHASSEE, FLORIDA / ENERGY SYSTEM REFUNDING REVENUE BONDS, SERIES 2015",5,10/01/2027,113.297,1.98,"10/01/2023
@ 100","1,085,000",Customer bought,-
02/28/2019 10:54 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.788,1.96,"11/15/2022
@ 100","200,000",Customer bought,
02/28/2019 10:49 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.788,1.96,"11/15/2022
@ 100","200,000",Inter-dealer trade,-
02/27/2019 11:47 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.714,1.986,"11/15/2022
@ 100","200,000",Customer sold,
02/25/2019 12:25 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.842,1.96,"11/15/2022
@ 100","450,000",Customer bought,-
02/25/2019 12:17 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.691,2,"11/15/2022
@ 100","5,000",Inter-dealer trade,-
02/25/2019 12:09 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.577,2.03,"11/15/2022
@ 100","70,000",Inter-dealer trade,
02/25/2019 12:08 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.427,2.07,"11/15/2022
@ 100","70,000",Inter-dealer trade,
02/25/2019 12:05 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.698,1.998,"11/15/2022
@ 100","375,000",Customer sold,
02/21/2019 03:28 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.581,2.033,"11/15/2022
@ 100","25,000",Inter-dealer trade,
02/21/2019 03:28 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.706,2,"11/15/2022
@ 100","25,000",Inter-dealer trade,
02/21/2019 03:28 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.756,1.987,"11/15/2022
@ 100","25,000",Inter-dealer trade,
02/21/2019 03:28 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.756,1.987,"11/15/2022
@ 100","25,000",Customer bought,
02/21/2019 02:40 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.668,2.01,"11/15/2022
@ 100","95,000",Customer bought,
02/21/2019 02:40 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.668,2.01,"11/15/2022
@ 100","95,000",Inter-dealer trade,-
02/21/2019 01:10 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.356,2.093,"11/15/2022
@ 100","80,000",Customer sold,-
02/20/2019 02:10 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","125,000",Inter-dealer trade,
02/20/2019 02:10 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","125,000",Inter-dealer trade,-
02/20/2019 02:10 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.726,1.739,"11/15/2022
@ 100","125,000",Customer bought,-
02/20/2019 01:17 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","40,000",Inter-dealer trade,
02/20/2019 01:17 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","40,000",Inter-dealer trade,-
02/20/2019 01:17 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.226,1.87,"11/15/2022
@ 100","40,000",Customer bought,-
02/20/2019 11:55 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.615,2.03,"11/15/2022
@ 100","1,110,000",Customer bought,-
02/20/2019 09:29 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","250,000",Inter-dealer trade,
02/20/2019 09:29 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.726,2.001,"11/15/2022
@ 100","250,000",Customer bought,
02/19/2019 11:10 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.734,2.001,"11/15/2022
@ 100","100,000",Inter-dealer trade,-
02/19/2019 11:10 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.734,2.001,"11/15/2022
@ 100","100,000",Inter-dealer trade,
02/19/2019 11:10 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.834,1.975,"11/15/2022
@ 100","100,000",Customer bought,-
02/19/2019 11:09 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.734,2.001,"11/15/2022
@ 100","125,000",Inter-dealer trade,
02/19/2019 11:09 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.734,2.001,"11/15/2022
@ 100","125,000",Inter-dealer trade,-
02/19/2019 11:09 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.834,1.975,"11/15/2022
@ 100","125,000",Customer bought,-
02/15/2019 12:21 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.645,2.026,"11/15/2022
@ 100","65,000",Inter-dealer trade,
02/15/2019 12:21 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.745,2,"11/15/2022
@ 100","65,000",Inter-dealer trade,
02/15/2019 12:21 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,111.183,1.885,"11/15/2022
@ 100","65,000",Customer bought,-
02/15/2019 10:56 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.638,2.03,"11/15/2022
@ 100","500,000",Customer sold,
02/15/2019 10:56 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.638,2.03,"11/15/2022
@ 100","500,000",Inter-dealer trade,-
02/14/2019 12:32 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.302,2.119,"11/15/2022
@ 100","15,000",Customer sold,-
02/07/2019 11:44 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.557,2.067,"11/15/2022
@ 100","300,000",Customer sold,-
02/05/2019 02:17 PM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.768,2.02,"11/15/2022
@ 100","335,000",Customer bought,-
02/01/2019 10:01 AM,59261ANA1,"METROPOLITAN TRANSPORTATION AUTHORITY / TRANSPORTATION REVENUE REFUNDING GREEN BONDS, SERIES 2017B (CLIMATE BOND CERTIFIED)",5,11/15/2022,110.552,2.08,"11/15/2022
@ 100","100,000",Customer bought,-
02/15/2019 02:50 PM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,117.204,2.358,"04/01/2026
@ 100","100,000",Inter-dealer trade,
02/15/2019 02:50 PM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,117.264,2.35,"04/01/2026
@ 100","100,000",Inter-dealer trade,
02/15/2019 02:50 PM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,118.204,2.219,"04/01/2026
@ 100","100,000",Customer bought,-
02/14/2019 10:49 AM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,116.315,2.484,"04/01/2026
@ 100","100,000",Customer sold,-
02/14/2019 10:49 AM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,116.375,2.476,"04/01/2026
@ 100","100,000",Inter-dealer trade,
02/06/2019 02:15 PM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,116.266,2.5,"04/01/2026
@ 100","45,000",Customer bought,-
02/01/2019 10:03 AM,63165TWJ0,"NASSAU COUNTY, NEW YORK / GENERAL IMPROVEMENT BONDS, 2016 SERIES C",5,04/01/2028,115.641,2.591,"04/01/2026
@ 100","45,000",Inter-dealer trade,
02/25/2019 11:46 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,110.956,1.93,"11/15/2022
@ 100","575,000",Customer bought,-
02/22/2019 04:34 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.067,1.903,"11/15/2022
@ 100","50,000",Inter-dealer trade,
02/22/2019 04:34 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.192,1.87,"11/15/2022
@ 100","50,000",Inter-dealer trade,
02/22/2019 04:34 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,112.414,1.552,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 03:34 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","100,000",Inter-dealer trade,-
02/20/2019 03:27 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","100,000",Customer bought,-
02/20/2019 03:22 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","150,000",Inter-dealer trade,-
02/20/2019 03:21 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 03:21 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","100,000",Customer bought,-
02/20/2019 02:54 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.298,1.851,"11/15/2022
@ 100","50,000",Inter-dealer trade,
02/20/2019 02:47 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.298,1.851,"11/15/2022
@ 100","50,000",Inter-dealer trade,-
02/20/2019 02:47 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.398,1.825,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 12:16 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","325,000",Inter-dealer trade,-
02/20/2019 12:10 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","100,000",Customer bought,
02/20/2019 12:10 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","100,000",Customer bought,
02/20/2019 12:10 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.31,1.848,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 12:10 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 12:10 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.51,1.796,"11/15/2022
@ 100","25,000",Customer bought,-
02/20/2019 11:19 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.11,1.9,"11/15/2022
@ 100","600,000",Inter-dealer trade,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","50,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","100,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","100,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.485,1.802,"11/15/2022
@ 100","150,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.51,1.796,"11/15/2022
@ 100","25,000",Customer bought,-
02/20/2019 11:18 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.51,1.796,"11/15/2022
@ 100","25,000",Customer bought,-
02/14/2019 02:55 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.249,1.87,"11/15/2022
@ 100","100,000",Customer bought,
02/14/2019 02:55 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.249,1.87,"11/15/2022
@ 100","100,000",Inter-dealer trade,
02/14/2019 02:53 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.189,1.886,"11/15/2022
@ 100","100,000",Inter-dealer trade,
02/13/2019 01:47 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.166,1.9,"11/15/2022
@ 100","50,000",Inter-dealer trade,
02/13/2019 01:44 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.166,1.9,"11/15/2022
@ 100","50,000",Inter-dealer trade,-
02/13/2019 01:44 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.166,1.9,"11/15/2022
@ 100","50,000",Customer bought,
02/12/2019 01:19 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,111.059,1.93,"11/15/2022
@ 100","1,190,000",Customer bought,-
02/12/2019 01:19 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,110.999,1.946,"11/15/2022
@ 100","1,190,000",Inter-dealer trade,
02/06/2019 02:56 PM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,110.914,1.98,"11/15/2022
@ 100","3,190,000",Customer sold,-
02/04/2019 11:57 AM,68607DPS8,STATE OF OREGON / DEPARTMENT OF TRANSPORTATION HIGHWAY USER TAX BONDS SENIOR LIEN REFUNDING BONDS SERIES 2012A (TAX-EXEMPT),5,11/15/2027,110.852,2,"11/15/2022
@ 100","5,000,000",Customer bought,-
02/27/2019 11:14 AM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.255,1.58,"05/01/2021
@ 100","50,000",Inter-dealer trade,-
02/27/2019 11:14 AM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,106.719,1.822,"05/01/2021
@ 100","50,000",Customer sold,-
02/19/2019 10:57 AM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.446,1.535,"05/01/2021
@ 100","10,000",Customer bought,
02/19/2019 10:57 AM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.446,1.535,"05/01/2021
@ 100","10,000",Inter-dealer trade,
02/14/2019 11:56 AM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.03,1.728,"05/01/2021
@ 100","10,000",Customer sold,-
02/12/2019 02:31 PM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.569,1.51,"05/01/2021
@ 100","25,000",Inter-dealer trade,
02/12/2019 02:31 PM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.619,1.488,"05/01/2021
@ 100","25,000",Inter-dealer trade,
02/12/2019 02:31 PM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,108.426,1.134,"05/01/2021
@ 100","25,000",Customer bought,-
02/12/2019 02:31 PM,64971QCH4,NEW YORK CITY TRANSITIONAL FINANCE AUTHORITY FUTURE TAX SECURED SUBORDINATE BONDS / FISCAL 2011 SERIES E,5,11/01/2022,107.444,1.565,"05/01/2021
@ 100","25,000",Inter-dealer trade,
02/22/2019 12:58 PM,71883RLT8,CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION / JUNIOR LIEN WATER SYSTEM REVENUE REFUNDING BONDS SERIES 2011,5,07/01/2024,107.63,1.671,"07/01/2021
@ 100","70,000",Customer sold,-
